# Program:featureCounts v1.6.2; Command:"featureCounts" "-a" "/athena/angsd/scratch/jiq4001/Pj//hg38.refGene.gtf" "-o" "/athena/angsd/scratch/jiq4001/Pj1/reads_count/featCounts_transcript_all.txt" "--minOverlap" "25" "-t" "transcript" "-g" "gene_id" "--primary" "--tmpDir" "/scratchLocal" "/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244251.Aligned.sortedByCoord.out.bam" "/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244252.Aligned.sortedByCoord.out.bam" "/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244253.Aligned.sortedByCoord.out.bam" "/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244254.Aligned.sortedByCoord.out.bam" "/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244255.Aligned.sortedByCoord.out.bam" "/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244256.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244251.Aligned.sortedByCoord.out.bam	/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244252.Aligned.sortedByCoord.out.bam	/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244253.Aligned.sortedByCoord.out.bam	/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244254.Aligned.sortedByCoord.out.bam	/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244255.Aligned.sortedByCoord.out.bam	/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244256.Aligned.sortedByCoord.out.bam
DDX54	chr12;chr12	113157173;113157173	113185478;113185478	-;-	28306	3758	3610	3099	2846	2805	2722
KLK9	chr19	51002508	51009592	-	7085	0	0	0	0	0	0
RAB18	chr10;chr10;chr10;chr10;chr10;chr10	27504304;27504304;27504304;27504304;27504304;27504304	27542239;27542239;27542239;27542239;27542239;27542239	+;+;+;+;+;+	37936	7570	6613	6575	6161	6911	5940
CASC4	chr15;chr15;chr15	44288719;44288719;44288719	44415758;44415758;44415758	+;+;+	127040	13395	11445	11211	10859	11728	10895
SMG1P5	chr16	30285018	30335374	-	50357	2021	1916	1375	1541	1738	1606
KRTAP2-1	chr17;chr17_JH159146v1_alt	41046541;195936	41047316;196709	-;-	1550	0	0	0	0	0	0
LOC102724843	chr21;chr21;chr21;chr21	5553637;7048859;7430637;6228966	5592004;7087230;7469008;6267336	+;+;+;-	153483	0	0	0	0	0	0
DDX3Y	chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY	12903999;12904786;12904786;12904786;12904786;12904786;12904786;12904858;12904868;12905705;12905705;12905705;12905705	12920478;12920478;12920478;12920478;12920478;12920478;12920478;12920478;12920478;12920478;12920478;12920478;12920478	+;+;+;+;+;+;+;+;+;+;+;+;+	16480	876	714	654	736	644	646
ZNF771	chr16;chr16	30407414;30407606	30418595;30419409	+;+	11996	725	597	643	504	518	527
SNORA80C	chr16	30419625	30419759	-	135	5	5	10	3	8	6
DCTPP1	chr16;chr16;chr16	30423615;30423615;30423698	30430030;30430030;30429800	-;-;-	6416	1758	1704	1553	1335	1326	1066
TUBA4B	chr2	219253243	219272197	+	18955	14	6	16	14	21	15
OR10D3	chr11	124185216	124186245	+	1030	0	0	0	0	0	0
MIR4518	chr16	30503919	30504001	+	83	0	0	0	0	0	0
ZNF688	chr16;chr16	30569701;30569701	30572407;30572407	-;-	2707	320	238	221	246	201	154
CBX3	chr7;chr7	26201443;26201745	26213607;26213607	+;+	12165	13254	11575	11271	10610	11233	9637
ZNF689	chr16;chr16;chr16;chr16;chr16	30602558;30602558;30602558;30602558;30602558	30610389;30610389;30609828;30610433;30610775	-;-;-;-;-	8218	771	830	693	702	695	572
OR6C2	chr12	55452214	55453152	+	939	0	0	0	0	0	0
SHLD1	chr20;chr20;chr20;chr20	5750387;5750387;5750401;5750401	5864407;5864407;5864395;5773443	+;+;+;+	114021	4392	3639	3550	3473	3541	3298
GHDC	chr17;chr17	42189087;42189087	42194494;42194494	-;-	5408	1115	1440	992	997	926	872
C3orf70	chr3	185076838	185153060	-	76223	0	0	4	12	20	8
POLR3H	chr22;chr22;chr22;chr22;chr22	41525801;41525801;41525801;41525801;41525801	41544489;41544470;41544489;41544606;41544489	-;-;-;-;-	18806	2051	2121	1790	1552	1550	1386
RBM6	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	49940150;49940150;49940150;49940150;49940150;49940150;49940150;49940150	50077249;50077249;50077249;50077249;50077249;50077249;50077249;50077249	+;+;+;+;+;+;+;+	137100	13380	12210	10274	10757	12265	11052
CCNE2	chr8	94880225	94895254	-	15030	675	624	716	584	592	540
SNORA30	chr16	30710537	30710665	+	129	0	0	0	0	0	0
LOC102724957	chr11	15643885	15705368	+	61484	16	4	0	4	10	0
HOTS	chr11;chr11_KI270721v1_random	1992408;47589	1996294;51476	+;+	7775	7	8	2	6	15	11
CCDC189	chr16;chr16	30757423;30760037	30762062;30762244	-;-	4822	11	7	8	1	5	7
CHTF8	chr16;chr16	69118010;69118010	69132159;69132588	-;-	14579	0	0	0	0	0	0
MIR4519	chr16	30875266	30875323	-	58	0	0	0	0	0	0
MIR762HG	chr16;chr16;chr16	30875460;30875460;30875460	30895218;30895218;30895218	+;+;+	19759	39	20	34	28	23	15
MIR762	chr16	30893903	30893985	+	83	0	0	0	0	0	0
SPRED3	chr19;chr19	38390200;38390292	38399883;38399883	+;+	9684	655	611	516	577	479	582
DNLZ	chr9;chr9	136359483;136359483	136363744;136363744	-;-	4262	226	330	203	270	206	184
LCAT	chr16	67939750	67944120	-	4371	588	456	396	448	395	390
LAMB3	chr1;chr1;chr1	209614873;209614873;209614873	209651334;209652329;209652425	-;-;-	37553	4148	4534	3346	3417	3588	3228
RNPC3	chr1	103525699	103555237	+	29539	2952	2603	2171	2320	2517	2310
CD180	chr5	67179614	67196799	-	17186	10	4	0	14	2	8
ZNF594	chr17	5179535	5191868	-	12334	783	684	664	602	694	662
PYCARD-AS1	chr16	31201885	31203452	+	1568	6	7	10	3	1	6
LYST	chr1;chr1;chr1	235661031;235661041;235826323	235883708;235866906;235883713	-;-;-	222683	5140	4660	4131	4038	4158	4017
SRP14	chr15;chr15	40035690;40035690	40039202;40039181	-;-	3513	4828	4077	3985	3723	4087	3708
SRP9	chr1;chr1	225777813;225777813	225790466;225790466	+;+	12654	11692	9791	9749	9002	9325	8681
BHLHE40	chr3	4979437	4985323	+	5887	17077	15374	12946	13314	13985	12834
TOMM34	chr20	44942130	44960397	-	18268	2313	2269	1978	2005	1900	1717
AGPS	chr2	177392773	177543834	+	151062	11263	9576	9370	9041	9613	8926
RRAD	chr16;chr16	66921679;66921685	66925536;66925535	-;-	3858	6	10	14	4	6	10
TWF2	chr3	52228612	52239158	-	10547	1218	1230	1095	966	1014	984
PARG	chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10	49818274;49818274;49818274;49818274;49818274;49818274;49818274;49818274;49818274;49818274;49818274;49818274	49942027;49942027;49942027;49942027;49942027;49942027;49942027;49942027;49942027;49942027;49942027;49942027	-;-;-;-;-;-;-;-;-;-;-;-	123754	9651	8325	7808	7687	8030	7016
PPM1D	chr17	60600193	60666279	+	66087	4244	3926	3566	3241	3507	3162
GALR3	chr22	37823382	37825485	+	2104	4	4	2	4	7	2
APOBEC3H	chr22;chr22;chr22;chr22	39097224;39097244;39097244;39097244	39102605;39104067;39104067;39104067	+;+;+;+	6844	14	8	4	12	10	6
MIR342	chr14	100109655	100109753	+	99	0	0	0	0	0	0
ORC4	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	147930396;147930396;147930396;147930396;147930397;147930397;147930397;147930397	148020737;148020737;148020737;148020737;148021604;148020737;148020761;148020747	-;-;-;-;-;-;-;-	91209	6993	6214	5665	5709	6277	5946
MIR302D	chr4	112648004	112648071	-	68	0	0	0	0	0	0
LINC02190	chr16	31546698	31553567	-	6870	0	0	2	2	0	0
FRG2KP	chr16	31563222	31567715	-	4494	0	0	2	0	0	0
YBX3P1	chr16	31567767	31569524	-	1758	0	4	2	4	0	2
CLUHP3	chr16	31700613	31707424	+	6812	512	527	370	438	412	407
CD7	chr17	82314873	82317608	-	2736	0	0	0	2	0	0
LOC102723753	chr16;chr16_KI270728v1_random	32152112;1001630	32188113;1037618	-;+	71991	357	317	231	213	320	264
HERC2P4	chr16	32170043	32188113	-	18071	0	0	0	0	0	0
LOC390705	chr16;chr16	32289547;33495801	32289981;33496235	-;-	870	0	0	0	0	0	0
LOC105369266	chr16;chr16;chr16;chr16	32650143;33313921;33370460;33469231	32666546;33330341;33386880;33485662	+;-;-;-	65678	0	0	0	0	0	0
TP53TG3E	chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16_KI270728v1_random;chr16_KI270728v1_random;chr16_KI270728v1_random;chr16_KI270728v1_random	32673521;32673521;32673521;32673524;33194281;33194281;33194281;33194281;33304361;33304361;33304361;33304361;33360896;33360896;33360896;33360896;33459667;33459667;33459667;33459667;17251;17251;17251;17251	32676110;32676110;32676110;32676110;33196862;33196865;33196865;33196865;33306942;33306945;33306945;33306945;33363482;33363485;33363485;33363485;33462253;33462256;33462256;33462256;19837;19840;19840;19840	-;-;-;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	15530	0	0	0	0	0	0
SMC4	chr3;chr3;chr3	160399650;160399650;160400559	160434953;160434953;160434953	+;+;+	35304	0	0	0	0	0	0
RFTN1	chr3	16315845	16513699	-	197855	3455	3164	2743	3060	3449	3047
SLC6A10P	chr16	32877476	32885142	-	7667	0	0	0	0	0	0
LOC101929479	chr15;chr15	85205007;85206314	85234781;85234795	-;-	29789	397	375	264	293	302	256
OR4K1	chr14	19935608	19936683	+	1076	0	0	0	0	0	0
LOC102724135	chr15;chr15	84199312;84443446	84230136;84474245	-;+	61625	0	0	0	0	0	0
DPY19L2P3	chr7;chr7	29685154;29685154	29688243;29742621	+;+	57468	616	618	446	570	627	580
OR8J3	chr11	56136771	56137718	-	948	0	0	0	0	0	0
RIMBP3C	chr22;chr22	21383374;21545669	21389166;21551461	+;-	11586	0	0	0	0	0	0
C12orf77	chr12	24993431	24997465	-	4035	0	0	0	0	0	0
SLITRK3	chr3;chr3;chr3	165186720;165186720;165186720	165197109;165196871;165196384	-;-;-	10390	0	0	0	0	0	0
LOC112267983	chr7	39947521	39949419	-	1899	40	50	44	24	58	45
ENPP7P13	chr16;chr16;chr16_KI270728v1_random;chr16_KI270728v1_random	33769377;33769377;1331815;1331815	33784275;33784275;1346848;1346848	+;+;-;-	29933	0	2	1	2	0	0
CCNYL3	chr16;chr16	34351500;35030349	34381480;35060328	-;+	59961	0	0	0	0	0	0
CSF2RB	chr22	36913628	36940437	+	26810	0	0	0	2	2	2
UBE2MP1	chr16	35169431	35170391	-	961	4	8	8	4	6	4
LOC112268173	chr16;chr16	35195759;35195759	35197548;35197548	+;+	1790	0	0	0	0	0	0
LINC01566	chr16;chr16	35363416;35363531	35391713;35390584	+;+	28298	0	0	0	2	2	0
FRG2DP	chr16	35477414	35480596	-	3183	0	0	0	0	0	0
TP53TG3HP	chr16;chr16	35505088;35505088	35507170;35507170	-;-	2083	4	0	2	4	0	2
LINC02167	chr16	35746552	35756624	+	10073	0	2	0	0	2	0
ANKRD26P1	chr16	46469337	46569097	-	99761	9	16	14	20	24	14
IL12B	chr5	159314780	159330487	-	15708	36	14	16	8	25	16
IL9R	chrX;chrX;chrY;chrY	155997696;155997696;57184216;57184216	156010817;156010817;57197337;57197337	+;+;+;+	26244	0	0	0	0	0	0
METTL23	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	76726830;76726830;76726830;76726830;76726830;76726830;76726830;76726830;76726830;76726830	76733881;76733881;76733881;76733881;76733881;76733881;76733881;76733881;76733881;76733881	+;+;+;+;+;+;+;+;+;+	7052	1936	1854	1777	1743	1634	1452
LINC00261	chr20	22560554	22578642	-	18089	136	80	118	89	103	99
BCYRN1	chr2	47335315	47335514	+	200	0	0	0	0	0	0
TET2	chr4;chr4	105145875;105146685	105242771;105279803	+;+	133929	1066	928	1021	902	923	910
SNORD148	chr16	46886421	46886474	-	54	0	0	0	0	0	0
ITFG1-AS1	chr16;chr16	47144068;47144068	47162746;47162746	+;+	18679	150	149	114	101	152	127
SQLE	chr8	124998505	125022283	+	23779	10358	9619	8586	8700	9760	8893
PYGL	chr14;chr14	50905217;50905217	50944483;50944483	-;-	39267	8885	8024	7436	7107	7525	7074
ABHD5	chr3;chr3;chr3;chr3;chr3	43690870;43690870;43690938;43690938;43691098	43722725;43722725;43734371;43722725;43722725	+;+;+;+;+	43502	1807	1661	1436	1420	1502	1445
LINC02192	chr16	47849314	47887130	-	37817	18	28	5	14	22	18
LINC02133	chr16	47858581	47908431	+	49851	16	21	18	27	26	18
LINC02134	chr16	47965689	47971687	+	5999	0	0	0	0	0	0
CDK5	chr7;chr7	151053815;151053815	151057897;151057897	-;-	4083	854	876	657	708	572	607
SACM1L	chr3;chr3;chr3;chr3	45689396;45689396;45689396;45689396	45745409;45745409;45745409;45745409	+;+;+;+	56014	5302	4820	4394	4206	4766	4311
HSPA6	chr1	161524540	161526893	+	2354	10	4	10	8	8	8
HSPA4	chr5	133052013	133106449	+	54437	19264	17486	16399	15250	15713	14617
TPM4	chr19;chr19;chr19;chr19;chr19	16067538;16067538;16076495;16076495;16077016	16103002;16103002;16103002;16096744;16103002	+;+;+;+;+	35465	26191	23070	21793	19992	21883	20003
SCGB2A1	chr11	62208673	62213941	+	5269	6	4	2	2	2	0
LGALS8	chr1;chr1;chr1;chr1	236518214;236523439;236523598;236523982	236552979;236552979;236552972;236552972	+;+;+;+	34766	4194	3767	3829	3502	3800	3460
PIP4P2	chr8	90993803	91040859	-	47057	2147	1718	1625	1755	1664	1575
ADAM3B	chr16	49517646	49518585	-	940	0	0	0	0	0	0
NDUFAF1	chr15;chr15	41387353;41387353	41402496;41402496	-;-	15144	762	810	758	710	649	641
DUXAP9	chr14;chr14;chr14	19062377;19062377;19303416	19107497;19096609;19337669	+;+;-	79375	1037	960	916	941	1166	876
PSTPIP2	chr18	45983536	46072260	-	88725	81	92	86	80	102	107
SLC7A8	chr14;chr14;chr14;chr14;chr14	23125295;23125295;23125295;23125295;23125295	23155320;23154450;23183660;23155458;23154393	-;-;-;-;-	58366	42	66	28	58	58	48
BAG1	chr9;chr9;chr9;chr9	33252471;33252471;33252471;33252471	33264708;33264708;33264708;33264708	-;-;-;-	12238	7988	7646	6150	6311	7189	6213
HAUS8	chr19;chr19	17049729;17049761	17075452;17075533	-;-	25805	714	708	596	554	614	472
EMX2	chr10;chr10	117542445;117542746	117549546;117549546	+;+	7102	0	0	0	0	2	0
ZKSCAN3	chr6;chr6;chr6	28349947;28349947;28349947	28369172;28369172;28369172	+;+;+	19226	664	566	525	522	514	524
MIR6771	chr16	50292616	50292675	+	60	0	0	0	0	0	0
GPBAR1	chr2;chr2;chr2;chr2	218259496;218261015;218261015;218261015	218263859;218263861;218263861;218263861	+;+;+;+	4366	27	52	32	13	31	31
LINC02178	chr16	50390916	50395133	-	4218	11	10	9	4	2	2
CDH20	chr18	61333430	61555777	+	222348	40	32	51	12	27	24
LOC101927272	chr16	50668855	50671639	+	2785	0	0	0	0	0	0
SCAF4	chr21;chr21;chr21	31671000;31671000;31671000	31732118;31732118;31732118	-;-;-	61119	6235	5519	5268	5054	5429	4844
FYTTD1	chr3;chr3;chr3	197749553;197749883;197750247	197784446;197787596;197787596	+;+;+	38044	3514	2967	2940	3072	3136	3048
RTL6	chr22	44492583	44498233	-	5651	2717	2778	2444	2171	2113	2060
COQ8A	chr1	226940294	226987544	+	47251	1723	1602	1354	1215	1363	1287
ATP13A4	chr3	193398967	193554895	-	155929	76	74	56	56	64	66
MIR3181	chr16	50742305	50742377	+	73	0	0	0	0	0	0
LINC02168	chr16	50806672	50807629	+	958	0	1	0	0	0	2
MIR548AI	chr16;chr6	50878773;99124609	51409868;99124696	+;+	531184	122	118	103	123	167	101
LINC02127	chr16	51017758	51035777	+	18020	0	0	0	0	0	0
LINC01571	chr16	51762519	51772646	+	10128	10	0	4	0	3	6
LINC00919	chr16	52083065	52085109	-	2045	0	0	0	0	0	0
LINC02180	chr16	52085281	52099067	+	13787	0	0	0	0	0	0
CASC22	chr16	52258564	52280299	+	21736	0	0	0	0	2	4
TMEM231	chr16;chr16;chr16	75536741;75536741;75538117	75556252;75556252;75556286	-;-;-	19546	927	792	741	769	772	684
CASC16	chr16	52552087	52606975	-	54889	68	45	22	32	52	44
LOC105371267	chr16;chr16	53035690;53041485	53052873;53052873	-;-	17184	712	723	525	580	502	466
RAB3A	chr19	18196784	18204042	-	7259	116	174	88	97	100	66
ADGRA3	chr4	22387376	22516066	-	128691	10003	9188	8404	7530	7997	7425
STX1A	chr7;chr7	73699210;73699210	73719669;73719669	-;-	20460	4088	4368	3261	3190	3365	3074
IFNGR1	chr6;chr6;chr6	137197484;137197484;137197484	137219196;137219196;137219430	-;-;-	21947	6023	5008	5141	5115	5760	4964
SAP30L	chr5;chr5;chr5;chr5	154445997;154445997;154445997;154445997	154461053;154461053;154461053;154461053	+;+;+;+	15057	2376	2429	1907	2071	2128	1992
LOC102723373	chr16	53373493	53384259	+	10767	23	32	16	19	28	29
FAM160A1	chr4;chr4	151409176;151409176	151670503;151670503	+;+	261328	3876	3833	2950	3088	3568	3360
HOXB3	chr17;chr17;chr17	48548870;48548870;48548870	48574448;48582379;48575097	-;-;-	33510	2416	2045	1815	1961	1997	1791
ACE	chr17;chr17;chr17	63477061;63484846;63484846	63498373;63498373;63498373	+;+;+	21313	28	26	16	12	34	40
FTO-IT1	chr16	54039393	54040373	+	981	0	0	0	0	0	0
LINC02140	chr16;chr16;chr16	54366007;54366007;54366007	54370699;54370458;54370458	-;-;-	4693	7	2	6	4	10	4
LOC101927480	chr16	54847251	54848233	-	983	0	0	0	2	0	0
CCT7	chr2;chr2;chr2;chr2;chr2;chr2	73234236;73234236;73234236;73234236;73234236;73234308	73253022;73253022;73253022;73253022;73253022;73253005	+;+;+;+;+;+	18787	12319	12489	10822	9882	9393	8789
MIR656	chr14	101066724	101066801	+	78	0	0	0	0	0	0
CSTA	chr3	122325248	122341968	+	16721	94	48	64	66	72	62
DEFB1	chr8;chr8_KZ208915v1_fix	6870592;265839	6877936;273168	-;-	14675	138	140	154	136	112	108
MMP2-AS1	chr16	55426797	55462297	-	35501	0	0	0	0	0	0
CAV3	chr3;chr3	8733802;8733802	8746758;8746758	+;+	12957	87	68	65	73	53	52
CASQ1	chr1	160190575	160201886	+	11312	28	52	34	38	32	35
VSTM2A	chr7;chr7;chr7;chr7	54542325;54542325;54542375;54546164	54571080;54571080;54552535;54571080	+;+;+;+	28756	2	0	2	2	0	0
NUP153	chr6;chr6;chr6	17615035;17615035;17615037	17706834;17706834;17706925	-;-;-	91891	10386	9239	8685	8395	8651	7965
BPIFB4	chr20	33081512	33111751	+	30240	2	0	0	0	0	0
CES1P2	chr16	55724925	55750211	+	25287	0	2	0	4	2	0
CES1P1	chr16	55760599	55774914	+	14316	0	0	0	0	0	0
LOC283856	chr16	56092987	56191094	-	98108	6	6	3	4	2	5
RECQL4	chr8	144511284	144517826	-	6543	2143	2187	1712	1616	1416	1223
DKFZP434H168	chr16	56192617	56194525	-	1909	0	0	0	0	0	0
MIR3935	chr16	56245520	56245623	+	104	0	0	0	0	0	0
GPR137B	chr1	236142539	236208907	+	66369	2478	2034	2020	1846	2103	1803
TSPAN4	chr11;chr11;chr11;chr11;chr11;chr11;chr11	842824;842852;842852;842941;842941;844081;844446	867116;867111;867111;867116;867116;867116;867116	+;+;+;+;+;+;+	24293	5613	6162	4853	4676	4428	4222
TRIM13	chr13;chr13;chr13;chr13	49997042;49997042;49997042;49997042	50018467;50018467;50018467;50018467	+;+;+;+	21426	0	0	0	0	0	0
OGFOD1	chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16	56451524;56451524;56451524;56451554;56451554;56451554;56451554;56452084	56477495;56477495;56477495;56479102;56479102;56479102;56479102;56477495	+;+;+;+;+;+;+;+	27579	3767	3489	3458	3420	3411	3028
RRBP1	chr20;chr20;chr20	17613678;17613678;17613679	17682283;17682283;17682242	-;-;-	68606	21713	22066	18130	20986	22547	20393
MT1L	chr16	56617461	56618818	+	1358	0	0	0	0	0	0
MT1DP	chr16;chr16	56643687;56643804	56644941;56644941	+;+	1255	14	8	12	24	6	16
MT1IP	chr16;chr16;chr16	56676116;56676116;56676116	56677877;56677877;56677877	+;+;+	1762	0	0	0	0	0	0
ANGPT4	chr20;chr20	869900;869900	916334;916334	-;-	46435	35	18	30	14	16	22
HNRNPAB	chr5;chr5	178204533;178204533	178211163;178211163	+;+	6631	7575	8034	6732	5874	5719	5427
MIR6863	chr16	56904264	56904353	+	90	0	0	0	0	0	0
RASSF7	chr11;chr11;chr11;chr11_KI270832v1_alt;chr11_KI270832v1_alt;chr11_KI270832v1_alt	560970;560970;560970;90626;90626;90626	564025;564025;564025;93681;93681;93681	+;+;+;+;+;+	6112	239	214	133	188	184	141
ADAM12	chr10;chr10;chr10;chr10;chr10	126012391;126012391;126041344;126041344;126041344	126388477;126388477;126388477;126388477;126388477	-;-;-;-;-	376087	9510	7747	7325	7601	9026	7948
HACL1	chr3;chr3;chr3;chr3;chr3	15560701;15560701;15560701;15560701;15560701	15601569;15601569;15601569;15601569;15601569	-;-;-;-;-	40869	3024	2700	2423	2512	2600	2343
ZEB2	chr2;chr2;chr2	144384081;144384081;144511385	144520119;144520119;144520119	-;-;-	136039	1284	1050	1064	1235	1340	1176
GPR153	chr1	6247353	6261098	-	13746	190	232	139	138	121	136
C2CD5	chr12;chr12;chr12;chr12;chr12;chr12	22448546;22448546;22448546;22448546;22448546;22448577	22544546;22544546;22544546;22544546;22544546;22544197	-;-;-;-;-;-	96001	10313	8174	7860	7947	8958	8144
CPT1A	chr11;chr11	68754620;68754883	68841931;68841916	-;-	87312	8906	8023	7239	7063	7818	7013
DERPC	chr16;chr16;chr16;chr16;chr16;chr16;chr16	69118003;69118009;69118009;69118009;69118009;69118009;69118009	69132159;69132588;69132588;69132588;69132588;69132588;69132159	-;-;-;-;-;-;-	14586	0	0	0	0	0	0
MGAT2	chr14	49620799	49623481	+	2683	2294	2220	2108	1984	1998	1724
NEURL4	chr17;chr17	7315628;7315628	7329335;7329335	-;-	13708	2098	2285	1585	1429	1441	1400
WNK2	chr9;chr9	93184930;93184930	93320572;93319373	+;+	135643	1311	1390	1072	1001	1049	771
CD3E	chr11	118304730	118316173	+	11444	0	2	0	0	0	0
ATP13A1	chr19	19645201	19663676	-	18476	3103	3206	2443	2625	2422	2145
PRDM4	chr12	107732871	107761137	-	28267	1094	956	928	889	1019	868
INTS12	chr4;chr4	105682628;105682628	105708689;105708724	-;-	26097	1198	1044	972	923	1202	1054
NLRP2B	chrX	57677067	57680260	-	3194	0	0	0	0	0	0
SNRNP200	chr2	96274338	96305546	-	31209	17654	16548	14355	13029	13223	12048
PCLAF	chr15;chr15;chr15	64364304;64364304;64365012	64381441;64381441;64387687	-;-;-	23384	5517	4794	4901	4470	4377	4031
RCAN1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34516443;34516443;34516443;34516443;34516443;34516443;34516443;34521053	34614446;34526822;34524637;34525467;34613843;34525467;34615113;34527010	-;-;-;-;-;-;-;-	98671	1526	1310	1163	1222	1345	1191
KIF21A	chr12;chr12;chr12;chr12	39293228;39293228;39293228;39293228	39443120;39443120;39443120;39443120	-;-;-;-	149893	16311	14193	12819	12670	14405	12719
MSRA	chr8;chr8;chr8;chr8;chr8_KZ208915v1_fix;chr8_KZ208915v1_fix;chr8_KZ208915v1_fix;chr8_KZ208915v1_fix	10054292;10054292;10095651;10095651;2918137;2918137;2918137;2918137	10428891;10428891;10428891;10428891;3252764;3294116;3294116;3252764	+;+;+;+;-;-;-;-	750580	7565	7162	5854	6181	6285	5691
MIR6772	chr16	57772289	57772352	-	64	0	0	0	0	0	0
LHFPL3	chr7	104328656	104908556	+	579901	156	153	136	149	202	167
MIR155	chr21	25573980	25574044	+	65	0	0	0	0	0	0
MIR8084	chr8	93029751	93029839	+	89	0	0	0	0	0	0
MIR6783	chr17	44934618	44934681	-	64	0	0	0	0	0	0
MIR6751	chr11	65129916	65129978	-	63	0	0	0	0	0	0
CCDC113	chr16;chr16	58249936;58249936	58283830;58283830	+;+	33895	601	514	480	521	494	515
FBXL22	chr15;chr15;chr15;chr15	63597387;63597387;63597387;63597387	63603432;63601241;63603432;63601241	+;+;+;+	6046	48	66	53	63	63	40
MIR29B1	chr7	130877459	130877539	-	81	4	2	4	3	4	3
GP1BA	chr17	4932277	4935023	+	2747	846	802	711	639	690	685
CSPG4	chr15	75674322	75712848	-	38527	534	436	345	383	418	379
TREML1	chr6;chr6;chr6	41149261;41149261;41149261	41154349;41154349;41154349	-;-;-	5089	21	14	4	12	8	20
ZNF428	chr19	43607224	43619629	-	12406	903	970	698	662	658	651
ST20	chr15;chr15	79898842;79898842	79923752;79923752	-;-	24911	0	0	0	0	0	0
MIR3664	chr11	70872270	70872368	-	99	0	0	0	0	0	0
CZIB	chr1;chr1;chr1;chr1	53214100;53214100;53214100;53219801	53220634;53220639;53220639;53220639	-;-;-;-	6540	975	842	712	661	719	650
TAFA3	chr1;chr1	112720567;112720567	112727234;112727234	+;+	6668	9	4	0	0	8	0
H2AJ	chr12;chr12	14774336;14774336	14778002;14778002	+;+	3667	2760	2435	2300	2213	1904	1699
RNF144B	chr6	18387350	18468874	+	81525	678	633	540	617	646	634
TPRG1L	chr1	3625015	3630127	+	5113	1152	1070	938	860	914	802
SNORA46	chr16	58548499	58548633	-	135	0	0	0	0	0	0
SNORA50A	chr16	58559796	58559931	-	136	0	0	0	0	0	0
APOOP5	chr16	59754141	59755191	-	1051	0	0	0	0	2	0
LINC02141	chr16	59855353	60053971	+	198619	20	30	22	34	24	10
RNF180	chr5;chr5;chr5;chr5	64165843;64165843;64165843;64165843	64372869;64217786;64217786;64335931	+;+;+;+	207027	1433	1312	997	1088	1069	1120
LINC02126	chr16	65141756	65176573	-	34818	10	4	10	2	6	2
BEAN1-AS1	chr16	66469796	66476402	-	6607	0	0	0	0	0	0
GYS2	chr12	21536107	21604847	-	68741	194	213	151	172	165	169
SULT6B1	chr2;chr2	37167820;37167820	37196087;37188670	-;-	28268	10	2	4	4	2	0
SLC46A2	chr9	112878920	112890876	-	11957	92	70	60	87	91	60
IFNB1	chr9	21077104	21077942	-	839	0	0	0	38	50	22
STAB2	chr12	103587273	103766718	+	179446	292	291	246	277	282	281
LOC106699570	chr16	66751752	66754742	+	2991	27	20	26	36	26	6
TRABD2B	chr1	47760528	47997385	-	236858	1652	1386	1243	1360	1438	1258
KRTAP5-2	chr11;chr11_KI270830v1_alt;chr11_KI270903v1_alt	1597177;79414;73720	1598294;80531;74837	-;-;-	3354	0	0	0	0	0	0
ARID2	chr12;chr12	45729706;45729709	45908037;45893916	+;+	178332	22037	19701	17221	17373	19360	17731
LOX	chr5;chr5;chr5	122063195;122063195;122063195	122077174;122078259;122077223	-;-;-	15065	610	557	429	459	491	490
BCAT1	chr12;chr12;chr12;chr12;chr12	24810024;24810024;24810024;24810024;24810024	24949101;24902222;24949101;24903067;24949101	-;-;-;-;-	139078	474	580	469	366	390	298
GPR146	chr7;chr7;chr7	1044546;1055370;1055370	1059261;1059261;1059261	+;+;+	14716	0	0	0	0	0	0
